symbols,relations,k,vertical_support,tirp_obj,tirp_str,is_closed,is_super_pattern
"(7, 11, 8)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Hyperglycemia c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(7, 3, 8)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BASAL_BITZUA_STATE:SubCutaneous Medium c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(7, 3, 10)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BASAL_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(7, 3, 17)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BASAL_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_TREND:Increasing,False,False
"(7, 3, 13)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BASAL_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(7, 3, 16)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BASAL_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_TREND:Decreasing,False,False
"(7, 3, 6)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BASAL_BITZUA_STATE:SubCutaneous Medium c BOLUS_BITZUA_STATE:SubCutaneous Medium,False,False
"(7, 3, 14)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BASAL_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_STATE:Normal Glucose,False,False
"(7, 3, 21)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BASAL_BITZUA_STATE:SubCutaneous Medium c MEAL_CONTEXT:Lunch,False,False
"(7, 2, 6)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BASAL_BITZUA_STATE:SubCutaneous Low c BOLUS_BITZUA_STATE:SubCutaneous Medium,False,False
"(7, 2, 13)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BASAL_BITZUA_STATE:SubCutaneous Low c GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(7, 2, 10)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BASAL_BITZUA_STATE:SubCutaneous Low c GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(7, 2, 17)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BASAL_BITZUA_STATE:SubCutaneous Low c GLUCOSE_MEASURE_TREND:Increasing,True,True
"(7, 19, 13)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Breakfast c GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(7, 19, 8)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Breakfast c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(7, 19, 18)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Breakfast c GLUCOSE_MEASURE_TREND:Steady,False,False
"(7, 19, 18)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Breakfast c GLUCOSE_MEASURE_TREND:Steady,False,False
"(7, 19, 5)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Breakfast c BOLUS_BITZUA_STATE:SubCutaneous Low,False,False
"(7, 19, 5)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Breakfast c BOLUS_BITZUA_STATE:SubCutaneous Low,False,False
"(7, 19, 6)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Breakfast c BOLUS_BITZUA_STATE:SubCutaneous Medium,True,True
"(7, 19, 14)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Breakfast c GLUCOSE_MEASURE_STATE:Normal Glucose,False,False
"(7, 13, 21)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Low Glucose c MEAL_CONTEXT:Lunch,False,False
"(7, 13, 17)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Low Glucose c GLUCOSE_MEASURE_TREND:Increasing,False,False
"(7, 13, 19)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Low Glucose c MEAL_CONTEXT:Breakfast,False,False
"(7, 13, 8)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Low Glucose c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(7, 13, 10)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Low Glucose c GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(7, 13, 6)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Low Glucose c BOLUS_BITZUA_STATE:SubCutaneous Medium,False,False
"(7, 13, 3)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Low Glucose c BASAL_BITZUA_STATE:SubCutaneous Medium,False,False
"(7, 13, 20)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Low Glucose c MEAL_CONTEXT:Dinner,False,False
"(7, 13, 17)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Low Glucose c GLUCOSE_MEASURE_TREND:Increasing,False,False
"(7, 13, 5)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Low Glucose c BOLUS_BITZUA_STATE:SubCutaneous Low,False,False
"(7, 18, 8)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Steady c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(7, 18, 10)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Steady c GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(7, 18, 6)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Steady c BOLUS_BITZUA_STATE:SubCutaneous Medium,False,False
"(7, 18, 20)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Steady c MEAL_CONTEXT:Dinner,False,False
"(7, 18, 5)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Steady c BOLUS_BITZUA_STATE:SubCutaneous Low,False,False
"(7, 18, 6)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Steady c BOLUS_BITZUA_STATE:SubCutaneous Medium,True,True
"(7, 18, 13)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Steady c GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(7, 5, 20)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Low c MEAL_CONTEXT:Dinner,False,False
"(7, 5, 13)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Low c GLUCOSE_MEASURE_STATE:Low Glucose,True,False
"(7, 5, 18)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Low c GLUCOSE_MEASURE_TREND:Steady,False,False
"(7, 5, 17)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Low c GLUCOSE_MEASURE_TREND:Increasing,False,False
"(7, 5, 10)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Low c GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(7, 5, 17)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Low c GLUCOSE_MEASURE_TREND:Increasing,False,False
"(7, 5, 19)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Low c MEAL_CONTEXT:Breakfast,False,False
"(7, 20, 6)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Dinner c BOLUS_BITZUA_STATE:SubCutaneous Medium,False,False
"(7, 20, 18)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Dinner c GLUCOSE_MEASURE_TREND:Steady,False,False
"(7, 20, 18)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Dinner c GLUCOSE_MEASURE_TREND:Steady,False,False
"(7, 20, 5)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Dinner c BOLUS_BITZUA_STATE:SubCutaneous Low,False,False
"(7, 20, 16)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Dinner c GLUCOSE_MEASURE_TREND:Decreasing,True,True
"(7, 8, 21)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c DISGLYCEMIA_EVENT:Hyperglycemia c MEAL_CONTEXT:Lunch,False,False
"(7, 8, 8)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c DISGLYCEMIA_EVENT:Hyperglycemia c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(7, 8, 19)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c DISGLYCEMIA_EVENT:Hyperglycemia c MEAL_CONTEXT:Breakfast,False,False
"(7, 8, 16)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c DISGLYCEMIA_EVENT:Hyperglycemia c GLUCOSE_MEASURE_TREND:Decreasing,False,False
"(7, 8, 20)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c DISGLYCEMIA_EVENT:Hyperglycemia c MEAL_CONTEXT:Dinner,False,False
"(7, 16, 6)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Decreasing c BOLUS_BITZUA_STATE:SubCutaneous Medium,False,False
"(7, 16, 5)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Decreasing c BOLUS_BITZUA_STATE:SubCutaneous Low,False,False
"(7, 16, 21)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Decreasing c MEAL_CONTEXT:Lunch,True,True
"(7, 16, 14)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Decreasing c GLUCOSE_MEASURE_STATE:Normal Glucose,False,False
"(7, 16, 10)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Decreasing c GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(7, 16, 13)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Decreasing c GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(7, 16, 20)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Decreasing c MEAL_CONTEXT:Dinner,False,False
"(7, 16, 8)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Decreasing c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(7, 10, 6)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:High Glucose c BOLUS_BITZUA_STATE:SubCutaneous Medium,False,False
"(7, 10, 14)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:High Glucose c GLUCOSE_MEASURE_STATE:Normal Glucose,False,False
"(7, 6, 16)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_TREND:Decreasing,False,False
"(7, 6, 8)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Medium c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(7, 6, 19)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Medium c MEAL_CONTEXT:Breakfast,False,False
"(7, 6, 18)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_TREND:Steady,False,False
"(7, 6, 14)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_STATE:Normal Glucose,False,False
"(7, 6, 18)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_TREND:Steady,False,False
"(7, 6, 5)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c BOLUS_BITZUA_STATE:SubCutaneous Medium c BOLUS_BITZUA_STATE:SubCutaneous Low,True,True
"(7, 17, 6)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Increasing c BOLUS_BITZUA_STATE:SubCutaneous Medium,False,False
"(7, 17, 5)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Increasing c BOLUS_BITZUA_STATE:SubCutaneous Low,False,False
"(7, 17, 20)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Increasing c MEAL_CONTEXT:Dinner,False,False
"(7, 17, 13)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Increasing c GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(7, 17, 5)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Increasing c BOLUS_BITZUA_STATE:SubCutaneous Low,False,False
"(7, 17, 16)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Increasing c GLUCOSE_MEASURE_TREND:Decreasing,False,False
"(7, 17, 10)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Increasing c GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(7, 17, 6)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_TREND:Increasing c BOLUS_BITZUA_STATE:SubCutaneous Medium,False,False
"(7, 14, 20)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Normal Glucose c MEAL_CONTEXT:Dinner,False,False
"(7, 14, 13)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Normal Glucose c GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(7, 14, 19)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Normal Glucose c MEAL_CONTEXT:Breakfast,False,False
"(7, 14, 16)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Normal Glucose c GLUCOSE_MEASURE_TREND:Decreasing,False,False
"(7, 14, 6)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Normal Glucose c BOLUS_BITZUA_STATE:SubCutaneous Medium,True,True
"(7, 14, 17)","('c', 'c', 'c')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Normal Glucose c GLUCOSE_MEASURE_TREND:Increasing,False,False
"(7, 21, 13)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Lunch c GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(7, 21, 18)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Lunch c GLUCOSE_MEASURE_TREND:Steady,False,False
"(7, 21, 5)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Lunch c BOLUS_BITZUA_STATE:SubCutaneous Low,False,False
"(7, 21, 8)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Lunch c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(7, 21, 16)","('c', 'c', '<')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Lunch c GLUCOSE_MEASURE_TREND:Decreasing,False,False
"(7, 21, 14)","('c', 'c', 'o')",3,0.7,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c MEAL_CONTEXT:Lunch c GLUCOSE_MEASURE_STATE:Normal Glucose,False,False
"(6, 2, 19)","('o', '<', 'c')",3,0.7,,BOLUS_BITZUA_STATE:SubCutaneous Medium o BASAL_BITZUA_STATE:SubCutaneous Low < MEAL_CONTEXT:Breakfast,True,True
"(6, 8, 19)","('<', '<', '<')",3,0.7,,BOLUS_BITZUA_STATE:SubCutaneous Medium < DISGLYCEMIA_EVENT:Hyperglycemia < MEAL_CONTEXT:Breakfast,False,False
"(6, 10, 8)","('<', '<', 'c')",3,0.7,,BOLUS_BITZUA_STATE:SubCutaneous Medium < GLUCOSE_MEASURE_STATE:High Glucose < DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(6, 3, 8)","('o', '<', 'c')",3,0.7,,BOLUS_BITZUA_STATE:SubCutaneous Medium o BASAL_BITZUA_STATE:SubCutaneous Medium < DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(6, 3, 19)","('o', '<', 'c')",3,0.7,,BOLUS_BITZUA_STATE:SubCutaneous Medium o BASAL_BITZUA_STATE:SubCutaneous Medium < MEAL_CONTEXT:Breakfast,False,False
"(6, 8, 5)","('c', '<', '<')",3,0.7,,BOLUS_BITZUA_STATE:SubCutaneous Medium c DISGLYCEMIA_EVENT:Hyperglycemia < BOLUS_BITZUA_STATE:SubCutaneous Low,True,False
"(6, 10, 8)","('o', 'c', 'c')",3,0.7,,BOLUS_BITZUA_STATE:SubCutaneous Medium o GLUCOSE_MEASURE_STATE:High Glucose c DISGLYCEMIA_EVENT:Hyperglycemia,True,True
"(5, 20, 6)","('o', '<', 'o')",3,0.7,,BOLUS_BITZUA_STATE:SubCutaneous Low o MEAL_CONTEXT:Dinner < BOLUS_BITZUA_STATE:SubCutaneous Medium,False,False
"(5, 3, 19)","('o', '<', 'c')",3,0.7,,BOLUS_BITZUA_STATE:SubCutaneous Low o BASAL_BITZUA_STATE:SubCutaneous Medium < MEAL_CONTEXT:Breakfast,True,True
"(5, 2, 19)","('o', '<', 'c')",3,0.7,,BOLUS_BITZUA_STATE:SubCutaneous Low o BASAL_BITZUA_STATE:SubCutaneous Low < MEAL_CONTEXT:Breakfast,True,True
"(3, 20, 2)","('c', '<', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c MEAL_CONTEXT:Dinner < BASAL_BITZUA_STATE:SubCutaneous Low,False,False
"(3, 8, 21)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c DISGLYCEMIA_EVENT:Hyperglycemia c MEAL_CONTEXT:Lunch,False,False
"(3, 8, 5)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c DISGLYCEMIA_EVENT:Hyperglycemia c BOLUS_BITZUA_STATE:SubCutaneous Low,False,False
"(3, 8, 18)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c DISGLYCEMIA_EVENT:Hyperglycemia c GLUCOSE_MEASURE_TREND:Steady,False,False
"(3, 8, 20)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c DISGLYCEMIA_EVENT:Hyperglycemia c MEAL_CONTEXT:Dinner,False,False
"(3, 17, 8)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_TREND:Increasing c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(3, 21, 8)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c MEAL_CONTEXT:Lunch c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(3, 21, 20)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c MEAL_CONTEXT:Lunch c MEAL_CONTEXT:Dinner,False,False
"(3, 19, 9)","('c', 'c', 'c')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c MEAL_CONTEXT:Breakfast c DISGLYCEMIA_EVENT:Hypoglycemia,True,True
"(3, 14, 9)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_STATE:Normal Glucose c DISGLYCEMIA_EVENT:Hypoglycemia,True,True
"(3, 18, 20)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_TREND:Steady c MEAL_CONTEXT:Dinner,False,False
"(3, 18, 8)","('c', 'c', 'c')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_TREND:Steady c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(3, 18, 13)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_TREND:Steady c GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(3, 18, 5)","('c', 'c', 'o')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_TREND:Steady c BOLUS_BITZUA_STATE:SubCutaneous Low,False,False
"(3, 18, 9)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_TREND:Steady c DISGLYCEMIA_EVENT:Hypoglycemia,True,True
"(3, 18, 16)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Medium c GLUCOSE_MEASURE_TREND:Steady c GLUCOSE_MEASURE_TREND:Decreasing,True,True
"(2, 13, 8)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Low c GLUCOSE_MEASURE_STATE:Low Glucose c DISGLYCEMIA_EVENT:Hyperglycemia,True,False
"(2, 5, 20)","('c', 'c', 'o')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Low c BOLUS_BITZUA_STATE:SubCutaneous Low c MEAL_CONTEXT:Dinner,True,True
"(2, 19, 8)","('c', 'c', 'c')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Low c MEAL_CONTEXT:Breakfast c DISGLYCEMIA_EVENT:Hyperglycemia,True,False
"(2, 18, 8)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Low c GLUCOSE_MEASURE_TREND:Steady c DISGLYCEMIA_EVENT:Hyperglycemia,True,False
"(2, 18, 21)","('c', 'c', 'o')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Low c GLUCOSE_MEASURE_TREND:Steady c MEAL_CONTEXT:Lunch,True,False
"(2, 18, 14)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Low c GLUCOSE_MEASURE_TREND:Steady c GLUCOSE_MEASURE_STATE:Normal Glucose,True,False
"(2, 8, 8)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Low c DISGLYCEMIA_EVENT:Hyperglycemia c DISGLYCEMIA_EVENT:Hyperglycemia,True,False
"(2, 8, 18)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous Low c DISGLYCEMIA_EVENT:Hyperglycemia c GLUCOSE_MEASURE_TREND:Steady,True,False
"(1, 21, 20)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous High c MEAL_CONTEXT:Lunch c MEAL_CONTEXT:Dinner,True,True
"(1, 19, 21)","('c', 'c', '<')",3,0.7,,BASAL_BITZUA_STATE:SubCutaneous High c MEAL_CONTEXT:Breakfast c MEAL_CONTEXT:Lunch,True,True
"(21, 14, 20)","('<', '<', 'c')",3,0.6,,MEAL_CONTEXT:Lunch < GLUCOSE_MEASURE_STATE:Normal Glucose < MEAL_CONTEXT:Dinner,True,True
"(21, 18, 16)","('o', '<', '<')",3,0.6,,MEAL_CONTEXT:Lunch o GLUCOSE_MEASURE_TREND:Steady < GLUCOSE_MEASURE_TREND:Decreasing,False,False
